wavelength, flux, error 
473.100,  0.901,  0.045 
473.200,  0.848,  0.042 
473.300,  0.919,  0.046 
473.400,  0.830,  0.041 
473.500,  0.943,  0.047 
473.600,  0.821,  0.041 
473.700,  0.814,  0.041 
473.800,  0.939,  0.047 
473.900,  0.929,  0.046 
474.000,  0.929,  0.046 
474.100,  0.917,  0.046 
474.200,  0.920,  0.046 
474.300,  0.898,  0.045 
474.400,  0.917,  0.046 
474.500,  0.885,  0.044 
474.600,  0.851,  0.043 
474.700,  0.950,  0.048 
474.800,  0.916,  0.046 
474.900,  0.940,  0.047 
475.000,  0.917,  0.046 
475.100,  0.961,  0.048 
475.200,  0.866,  0.043 
475.300,  0.953,  0.048 
475.400,  0.834,  0.042 
475.500,  0.909,  0.045 
475.600,  0.846,  0.042 
475.700,  0.885,  0.044 
475.800,  0.830,  0.042 
475.900,  0.878,  0.044 
476.000,  0.968,  0.048 
476.100,  0.913,  0.046 
476.200,  0.865,  0.043 
476.300,  0.862,  0.043 
476.400,  0.867,  0.043 
476.500,  0.960,  0.048 
476.600,  0.814,  0.041 
476.700,  0.959,  0.048 
476.800,  0.908,  0.045 
476.900,  0.961,  0.048 
477.000,  0.866,  0.043 
477.100,  0.997,  0.050 
477.200,  0.909,  0.045 
477.300,  0.833,  0.042 
477.400,  1.002,  0.050 
477.500,  1.005,  0.050 
477.600,  0.805,  0.040 
477.700,  0.977,  0.049 
477.800,  0.999,  0.050 
477.900,  0.912,  0.046 
478.000,  0.911,  0.046 
478.100,  0.896,  0.045 
478.200,  0.936,  0.047 
478.300,  0.897,  0.045 
478.400,  0.952,  0.048 
478.500,  0.924,  0.046 
478.600,  0.862,  0.043 
478.700,  0.791,  0.040 
478.800,  0.931,  0.047 
478.900,  0.799,  0.040 
479.000,  0.848,  0.042 
479.100,  0.961,  0.048 
479.200,  0.836,  0.042 
479.300,  0.883,  0.044 
479.400,  0.956,  0.048 
479.500,  0.996,  0.050 
479.600,  0.892,  0.045 
479.700,  0.979,  0.049 
479.800,  0.930,  0.047 
479.900,  0.840,  0.042 
480.000,  0.966,  0.048 
480.100,  0.884,  0.044 
480.200,  0.942,  0.047 
480.300,  0.925,  0.046 
480.400,  1.007,  0.050 
480.500,  0.848,  0.042 
480.600,  0.931,  0.047 
480.700,  0.956,  0.048 
480.800,  0.851,  0.043 
480.900,  0.887,  0.044 
481.000,  0.962,  0.048 
481.100,  0.891,  0.045 
481.200,  0.897,  0.045 
481.300,  0.933,  0.047 
481.400,  0.991,  0.050 
481.500,  0.950,  0.048 
481.600,  0.966,  0.048 
481.700,  0.911,  0.046 
481.800,  0.772,  0.039 
481.900,  0.993,  0.050 
482.000,  0.936,  0.047 
482.100,  0.884,  0.044 
482.200,  0.990,  0.050 
482.300,  0.876,  0.044 
482.400,  0.835,  0.042 
482.500,  0.898,  0.045 
482.600,  1.018,  0.051 
482.700,  0.898,  0.045 
482.800,  0.977,  0.049 
482.900,  0.817,  0.041 
483.000,  0.974,  0.049 
483.100,  0.845,  0.042 
483.200,  0.930,  0.046 
483.300,  0.810,  0.041 
483.400,  0.940,  0.047 
483.500,  0.932,  0.047 
483.600,  0.780,  0.039 
483.700,  0.884,  0.044 
483.800,  0.874,  0.044 
483.900,  0.818,  0.041 
484.000,  0.727,  0.036 
484.100,  0.895,  0.045 
484.200,  0.920,  0.046 
484.300,  0.805,  0.040 
484.400,  0.899,  0.045 
484.500,  0.897,  0.045 
484.600,  0.845,  0.042 
484.700,  0.866,  0.043 
484.800,  0.880,  0.044 
484.900,  0.836,  0.042 
485.000,  0.982,  0.049 
485.100,  0.919,  0.046 
485.200,  0.840,  0.042 
485.300,  0.865,  0.043 
485.400,  0.929,  0.046 
485.500,  0.766,  0.038 
485.600,  0.704,  0.035 
485.700,  0.855,  0.043 
485.800,  0.845,  0.042 
485.900,  0.721,  0.036 
486.000,  0.643,  0.032 
486.100,  0.430,  0.022 
486.200,  0.517,  0.026 
486.300,  0.720,  0.036 
486.400,  0.671,  0.034 
486.500,  0.763,  0.038 
486.600,  0.782,  0.039 
486.700,  0.831,  0.042 
486.800,  0.794,  0.040 
486.900,  0.805,  0.040 
487.000,  0.792,  0.040 
487.100,  0.654,  0.033 
487.200,  0.718,  0.036 
487.300,  0.873,  0.044 
487.400,  0.857,  0.043 
487.500,  0.881,  0.044 
487.600,  0.775,  0.039 
487.700,  0.927,  0.046 
487.800,  0.691,  0.035 
487.900,  0.850,  0.042 
488.000,  0.936,  0.047 
488.100,  0.954,  0.048 
488.200,  0.773,  0.039 
488.300,  0.986,  0.049 
488.400,  0.878,  0.044 
488.500,  0.790,  0.040 
488.600,  0.860,  0.043 
488.700,  0.766,  0.038 
488.800,  0.954,  0.048 
488.900,  0.821,  0.041 
489.000,  0.936,  0.047 
489.100,  0.606,  0.030 
489.200,  0.857,  0.043 
489.300,  0.894,  0.045 
489.400,  0.941,  0.047 
489.500,  0.986,  0.049 
489.600,  0.900,  0.045 
489.700,  0.916,  0.046 
489.800,  0.987,  0.049 
489.900,  0.977,  0.049 
490.000,  0.906,  0.045 
490.100,  0.943,  0.047 
490.200,  0.877,  0.044 
490.300,  0.788,  0.039 
490.400,  0.845,  0.042 
490.500,  0.980,  0.049 
490.600,  0.970,  0.048 
490.700,  0.936,  0.047 
490.800,  0.831,  0.042 
490.900,  0.905,  0.045 
491.000,  0.844,  0.042 
491.100,  0.808,  0.040 
491.200,  0.839,  0.042 
491.300,  0.947,  0.047 
491.400,  0.879,  0.044 
491.500,  0.981,  0.049 
491.600,  0.971,  0.049 
491.700,  0.947,  0.047 
491.800,  0.874,  0.044 
491.900,  0.730,  0.036 
492.000,  0.769,  0.038 
492.100,  0.777,  0.039 
492.200,  0.837,  0.042 
492.300,  0.973,  0.049 
492.400,  0.847,  0.042 
492.500,  0.765,  0.038 
492.600,  0.926,  0.046 
492.700,  0.900,  0.045 
492.800,  0.965,  0.048 
492.900,  0.997,  0.050 
493.000,  0.923,  0.046 
493.100,  1.013,  0.051 
493.200,  0.954,  0.048 
493.300,  0.836,  0.042 
493.400,  0.796,  0.040 
493.500,  0.950,  0.047 
493.600,  0.895,  0.045 
493.700,  0.871,  0.044 
493.800,  0.900,  0.045 
493.900,  0.751,  0.038 
494.000,  0.814,  0.041 
494.100,  0.906,  0.045 
494.200,  0.902,  0.045 
494.300,  0.890,  0.045 
494.400,  0.985,  0.049 
494.500,  0.979,  0.049 
494.600,  0.806,  0.040 
494.700,  1.000,  0.050 
494.800,  0.939,  0.047 
494.900,  0.886,  0.044 
495.000,  0.866,  0.043 
495.100,  0.972,  0.049 
495.200,  0.964,  0.048 
495.300,  0.927,  0.046 
495.400,  0.969,  0.048 
495.500,  0.866,  0.043 
495.600,  0.952,  0.048 
495.700,  0.760,  0.038 
495.800,  0.688,  0.034 
495.900,  0.938,  0.047 
496.000,  0.926,  0.046 
496.100,  0.943,  0.047 
496.200,  0.933,  0.047 
496.300,  0.889,  0.044 
496.400,  1.019,  0.051 
496.500,  0.861,  0.043 
496.600,  0.842,  0.042 
496.700,  0.940,  0.047 
496.800,  0.835,  0.042 
496.900,  0.901,  0.045 
497.000,  0.873,  0.044 
497.100,  0.860,  0.043 
497.200,  0.995,  0.050 
497.300,  0.950,  0.047 
497.400,  0.934,  0.047 
497.500,  0.959,  0.048 
497.600,  0.914,  0.046 
497.700,  1.001,  0.050 
497.800,  0.996,  0.050 
497.900,  0.756,  0.038 
498.000,  0.855,  0.043 
498.100,  0.950,  0.047 
498.200,  0.796,  0.040 
498.300,  0.722,  0.036 
498.400,  0.772,  0.039 
498.500,  0.849,  0.042 
498.600,  0.808,  0.040 
498.700,  0.939,  0.047 
498.800,  0.941,  0.047 
498.900,  0.858,  0.043 
499.000,  0.932,  0.047 
499.100,  0.797,  0.040 
499.200,  1.029,  0.051 
499.300,  0.920,  0.046 
499.400,  0.786,  0.039 
499.500,  1.038,  0.052 
499.600,  0.977,  0.049 
499.700,  0.882,  0.044 
499.800,  0.854,  0.043 
499.900,  0.869,  0.043 
